Gene	p avg	Name
PEG10	0.49250000000000005	paternally expressed 10
LSMEM2	0.49256413269692395	leucine rich single-pass membrane protein 2
OTULIN	0.4925675230255052	OTU deubiquitinase with linear linkage specificity
FNDC8	0.4926892754743373	fibronectin type III domain containing 8
ZNF664-FAM101A	0.4928196458366068	
PNPLA2	0.4929123471060567	patatin like phospholipase domain containing 2
SST	0.4929233720357291	somatostatin
JAG2	0.49298726868251025	jagged canonical Notch ligand 2
CALD1	0.493	caldesmon 1
ARL13A	0.493	ADP ribosylation factor like GTPase 13A
KCNS2	0.493	potassium voltage-gated channel modifier subfamily S member 2
CTAGE6	0.493	CTAGE family member 6
UTP23	0.4930159926916585	UTP23 small subunit processome component
MDGA1	0.49304586200637224	MAM domain containing glycosylphosphatidylinositol anchor 1
CCM2L	0.4932061612939437	CCM2 like scaffold protein
SMARCC2	0.4933129067595575	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
LTN1	0.493389155361307	listerin E3 ubiquitin protein ligase 1
MARCHF1	0.49349999999999994	membrane associated ring-CH-type finger 1
LOC155060	0.49350000000000005	AI894139 pseudogene(LOC155060)
DBIL5P2	0.49352242976894667	diazepam binding inhibitor-like 5 pseudogene 2
LINC00937	0.4935694170541793	long intergenic non-protein coding RNA 937
FUT6	0.4935909119737957	fucosyltransferase 6
RTP2	0.4936403444162583	receptor transporter protein 2
BCHE	0.4936444307963498	butyrylcholinesterase
FCAR	0.49372499999999997	Fc alpha receptor
KHSRP	0.4938	KH-type splicing regulatory protein
PIFO	0.49380499143104206	primary cilia formation
SEPT7P9	0.49390218388945506	septin 7 pseudogene 9
C14orf178	0.49391529416620406	chromosome 14 open reading frame 178
RASIP1	0.4939393039082616	Ras interacting protein 1
ATP10D	0.4939905134831674	ATPase phospholipid transporting 10D (putative)
DCDC2C	0.49399340222390276	doublecortin domain containing 2C
FAM182B	0.494	family with sequence similarity 182 member B
PRR23B	0.4940185473518179	proline rich 23B
NDC1	0.4941452675218615	NDC1 transmembrane nucleoporin
HERC1	0.4942431897633315	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
OR4N3P	0.4942819018441543	olfactory receptor family 4 subfamily N member 3 pseudogene
FCHSD2	0.4943	FCH and double SH3 domains 2
ATP6V1E1	0.49432948017467	ATPase H+ transporting V1 subunit E1
KIAA1731	0.4944400132048637	centrosomal protein 295
MAF1	0.4945	MAF1 homolog, negative regulator of RNA polymerase III
GAGE4	0.4945	G antigen 4
TMEM204	0.4945	transmembrane protein 204
SRGAP2C	0.49459271832853124	SLIT-ROBO Rho GTPase activating protein 2C
GSE1	0.4947073558703159	Gse1 coiled-coil protein
GUCA2B	0.4949711121639464	guanylate cyclase activator 2B
PLCXD1	0.4949773696086923	phosphatidylinositol specific phospholipase C X domain containing 1
LOC728613	0.495	
CABYR	0.495	calcium binding tyrosine phosphorylation regulated
TBC1D13	0.495	TBC1 domain family member 13
MYH2	0.495	myosin heavy chain 2
DEPDC1	0.495	DEP domain containing 1
CARD18	0.495	caspase recruitment domain family member 18
TLDC1	0.4953025773804689	MTOR associated protein, eak-7 homolog
C7orf62	0.4954668050541485	testis expressed 47
ZNF23	0.49549999999999994	zinc finger protein 23
DNAJC11	0.49549999999999994	DnaJ heat shock protein family (Hsp40) member C11
NME1-NME2	0.4955	NME1-NME2 readthrough
FDCSP	0.49569897929611917	follicular dendritic cell secreted protein
TATDN3	0.4957488650783221	TatD DNase domain containing 3
NAA15	0.4957564035088985	N-alpha-acetyltransferase 15, NatA auxiliary subunit
LOC100130476	0.49576108394066387	
SSR4P1	0.49578959783525617	signal sequence receptor subunit 4 pseudogene 1
ABCC10	0.4959783981653354	ATP binding cassette subfamily C member 10
FAM3D	0.496	FAM3 metabolism regulating signaling molecule D
DCHS1	0.496	dachsous cadherin-related 1
SNORA20	0.496	small nucleolar RNA, H/ACA box 20
KPRP	0.496	keratinocyte proline rich protein
GPC2	0.4961203236490671	glypican 2
CCDC179	0.49614048299181673	coiled-coil domain containing 179
PARP1	0.49618262866098994	poly(ADP-ribose) polymerase 1
NPPB	0.49620696973449097	natriuretic peptide B
CGB	0.49621647500832655	chorionic gonadotropin subunit beta 3
FKBP9	0.4965	FKBP prolyl isomerase 9
RGPD8	0.4965	RANBP2 like and GRIP domain containing 8
ZNF799	0.49650000000000005	zinc finger protein 799
LINC00311	0.4965323101988951	long intergenic non-protein coding RNA 311
EGFL6	0.49660401458177683	EGF like domain multiple 6
LOC401324	0.4967425679381258	uncharacterized LOC401324(LOC401324)
STK3	0.4968071026704548	serine/threonine kinase 3
GNA13	0.4968157905291384	G protein subunit alpha 13
SUPT20HL1	0.4968520913344272	SUPT20H like 1
SLC8A3	0.49685454609068724	solute carrier family 8 member A3
OGDHL	0.4969130543795457	oxoglutarate dehydrogenase L
SPATA8	0.497	spermatogenesis associated 8
CENPM	0.497	centromere protein M
PKD2L1	0.497	polycystin 2 like 1, transient receptor potential cation channel
HBG1	0.49709812372503814	hemoglobin subunit gamma 1
WDR38	0.49712283658232237	WD repeat domain 38
FLJ34503	0.4971915139263899	long intergenic non-protein coding RNA 2880
HNF1A-AS1	0.49737377045015535	HNF1A antisense RNA 1
OST4	0.49739959264321476	oligosaccharyltransferase complex subunit 4, non-catalytic
KDM8	0.49741197141034216	lysine demethylase 8
LOC441178	0.4974574076626198	
VN1R10P	0.49755829961844716	vomeronasal 1 receptor 10 pseudogene
OGDH	0.49760000000000004	oxoglutarate dehydrogenase
ITGB3	0.49761456106722346	integrin subunit beta 3
GRIK4	0.4976282760240292	glutamate ionotropic receptor kainate type subunit 4
C21orf128	0.4977370708504498	UMODL1 antisense RNA 1
DEAF1	0.49783928328555294	DEAF1 transcription factor
LMNB1	0.49786152922175775	lamin B1
SAT1	0.49794613096298723	spermidine/spermine N1-acetyltransferase 1
CRIM1	0.4979874770031951	cysteine rich transmembrane BMP regulator 1
RPTN	0.498	repetin
LRRC40	0.498	leucine rich repeat containing 40
WWTR1	0.49816401792776943	WW domain containing transcription regulator 1
HIATL1	0.4982335295047181	major facilitator superfamily domain containing 14B
THEM6	0.49830818614285893	thioesterase superfamily member 6
WDR63	0.4983695736838937	dynein axonemal intermediate chain 3
GEMIN8P4	0.498370829031978	gem nuclear organelle associated protein 8 pseudogene 4
PSPC1	0.4984122566850826	paraspeckle component 1
TTC16	0.49844608646560623	tetratricopeptide repeat domain 16
PARP9	0.4984803591395473	poly(ADP-ribose) polymerase family member 9
BCAR3	0.49849152934615326	BCAR3 adaptor protein, NSP family member
HNRNPCL1	0.4984963080843723	heterogeneous nuclear ribonucleoprotein C like 1
KHDC1L	0.4985	KH domain containing 1 like
GRK4	0.49850600813098034	G protein-coupled receptor kinase 4
P2RX7	0.49872913495993	purinergic receptor P2X 7
DEFA5	0.49873032542628554	defensin alpha 5
FITM1	0.4987498088696986	fat storage inducing transmembrane protein 1
GALNTL5	0.49876472583050635	polypeptide N-acetylgalactosaminyltransferase like 5
CENPO	0.49881228932831134	centromere protein O
CD63	0.499	CD63 molecule
FAM118B	0.499	family with sequence similarity 118 member B
USP9Y	0.4990034644076884	ubiquitin specific peptidase 9 Y-linked
TMCC3	0.49908158521533474	transmembrane and coiled-coil domain family 3
PRAC2	0.49910506057077986	PRAC2 small nuclear protein
LINC00907	0.4992489609124201	long intergenic non-protein coding RNA 907
ENO4	0.499319891249594	enolase 4
ZBTB10	0.499357756079072	zinc finger and BTB domain containing 10
OLA1	0.4994355441382101	Obg like ATPase 1
FAT1	0.49943857977716816	FAT atypical cadherin 1
C12orf71	0.499448327699875	chromosome 12 open reading frame 71
C9orf92	0.4994629351559684	chromosome 9 open reading frame 92
ISM1	0.49949999999999994	isthmin 1
LOC494141	0.4995	
EPHA10	0.49952137736323754	EPH receptor A10
BBS5	0.4997409239187175	Bardet-Biedl syndrome 5
ATP6V1G2	0.4997938414550971	ATPase H+ transporting V1 subunit G2
SNORA63	0.5	small nucleolar RNA, H/ACA box 63
C22orf42	0.5	chromosome 22 open reading frame 42
MFSD6	0.5	major facilitator superfamily domain containing 6
LINC00618	0.5000137294791962	long intergenic non-protein coding RNA 618
TMEM217	0.5000551902510431	transmembrane protein 217
MIR503HG	0.5002135645044069	MIR503 host gene
HOXA3	0.5002439018891001	homeobox A3
ARHGEF26	0.5002684467897238	Rho guanine nucleotide exchange factor 26
PRPF4B	0.5003208210306833	pre-mRNA processing factor 4B
PURG	0.5003737744481136	purine rich element binding protein G
SOGA1	0.5004168714361502	suppressor of glucose, autophagy associated 1
MRPL57	0.5004229892382817	mitochondrial ribosomal protein L57
TEX36	0.5004384945018672	testis expressed 36
SPDL1	0.5004811306443915	spindle apparatus coiled-coil protein 1
PPP1R3A	0.5005	protein phosphatase 1 regulatory subunit 3A
COX5B	0.5005	cytochrome c oxidase subunit 5B
NEIL3	0.5005000000000001	nei like DNA glycosylase 3
ANKRD24	0.5005000000000001	ankyrin repeat domain 24
SRSF9	0.5005979861428126	serine and arginine rich splicing factor 9
BAG6	0.5006349293265533	BAG cochaperone 6
PRAP1	0.5006944212798569	proline rich acidic protein 1
GNE	0.5006949542413323	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
AIFM1	0.5007270442945984	apoptosis inducing factor mitochondria associated 1
FAM66E	0.50075	family with sequence similarity 66 member E
C5orf51	0.5007921135927826	RAB7A interacting MON1-CCZ1 complex subunit 1
LATS2	0.5008701740815998	large tumor suppressor kinase 2
MGC16025	0.5008888100602873	uncharacterized LOC85009(MGC16025)
GDA	0.501	guanine deaminase
ADTRP	0.5010372157593145	androgen dependent TFPI regulating protein
CCDC74B	0.5011167442824457	coiled-coil domain containing 74B
DSN1	0.5011621956438035	DSN1 component of MIS12 kinetochore complex
RNF139-AS1	0.5012024307501847	RNF139 divergent transcript
NAV2-AS4	0.5012334770355622	NAV2 antisense RNA 4
OR5B17	0.5012703617012454	olfactory receptor family 5 subfamily B member 17
MALRD1	0.5013511546332083	MAM and LDL receptor class A domain containing 1
ALS2CR12	0.5013699580353448	flagellum associated containing coiled-coil domains 1
CLPSL1	0.5014317219027773	colipase like 1
NLRP8	0.5014392073212527	NLR family pyrin domain containing 8
UBR4	0.5014449166404217	ubiquitin protein ligase E3 component n-recognin 4
PAGE5	0.5015	PAGE family member 5
LOC729609	0.5015000000000001	uncharacterized LOC729609(LOC729609)
PCDHGC4	0.5015000000000001	protocadherin gamma subfamily C, 4
GLIS3-AS1	0.5015831210629724	GLIS3 antisense RNA 1
NOL4	0.5016997482674032	nucleolar protein 4
SPINK5	0.5017281449834271	serine peptidase inhibitor Kazal type 5
EXT2	0.5018420415313061	exostosin glycosyltransferase 2
SVIL	0.502	supervillin
GYPB	0.5020662652587999	glycophorin B (MNS blood group)
STMND1	0.5020958169651836	stathmin domain containing 1
FAM189B	0.5021956348182173	family with sequence similarity 189 member B
OGFRP1	0.502235286185216	opioid growth factor receptor pseudogene 1
ZNF562	0.5023226517566829	zinc finger protein 562
C7orf63	0.5023464698479057	cilia and flagella associated protein 69
IRF2BPL	0.5023847326843773	interferon regulatory factor 2 binding protein like
KLRC2	0.5025	killer cell lectin like receptor C2
HINT3	0.5025	histidine triad nucleotide binding protein 3
PPP6R3	0.5025088162030071	protein phosphatase 6 regulatory subunit 3
TRIML1	0.5025339449036854	tripartite motif family like 1
DSP	0.5025698062502724	desmoplakin
C2orf42	0.5027237750535067	chromosome 2 open reading frame 42
WNT11	0.5027365896809155	Wnt family member 11
GLE1	0.5027657387222119	GLE1 RNA export mediator
FAM101A	0.5027901376694514	refilin A
C11orf53	0.5028447586277169	POU class 2 homeobox associating factor 2
HENMT1	0.5028456392794798	HEN methyltransferase 1
SLC22A18AS	0.503	SLC22A18 antisense RNA
CCL18	0.503	C-C motif chemokine ligand 18
CACNA1E	0.503	calcium voltage-gated channel subunit alpha1 E
GPR149	0.503	G protein-coupled receptor 149
NBPF12	0.5031029707413219	NBPF member 12
LINC00371	0.503118720939135	chromosome 13 open reading frame 42
PGBD3	0.5031535405679576	piggyBac transposable element derived 3
PSG3	0.5031589694580856	pregnancy specific beta-1-glycoprotein 3
OR2A14	0.503178907818539	olfactory receptor family 2 subfamily A member 14
SEMA4G	0.5032059193775995	semaphorin 4G
SLC6A9	0.5032904555162135	solute carrier family 6 member 9
FLJ30403	0.503487731671116	long intergenic non-protein coding RNA 1530
GRIN3A	0.5035	glutamate ionotropic receptor NMDA type subunit 3A
PAGE2	0.5035	PAGE family member 2
ACTR3	0.5035593106179175	actin related protein 3
LINC01366	0.5037739286060959	long intergenic non-protein coding RNA 1366
SRSF1	0.504046868159254	serine and arginine rich splicing factor 1
BLOC1S6	0.5042234104117863	biogenesis of lysosomal organelles complex 1 subunit 6
JADE3	0.5042489583649328	jade family PHD finger 3
LRTM1	0.5043346133338402	leucine rich repeats and transmembrane domains 1
TMPRSS11F	0.5043490744327941	transmembrane serine protease 11F
MAGEA2B	0.5044414832422498	MAGE family member A2B
TDP1	0.5044551561609045	tyrosyl-DNA phosphodiesterase 1
CEP290	0.5045	centrosomal protein 290
DGKK	0.5045	diacylglycerol kinase kappa
MANEA	0.5045000000000001	mannosidase endo-alpha
MOCS2	0.5045093358174835	molybdenum cofactor synthesis 2
LOC646736	0.5045121005074226	uncharacterized LOC646736(LOC646736)
SOX15	0.5046259021167049	SRY-box transcription factor 15
ZCCHC5	0.5047070737236912	retrotransposon Gag like 3
C17orf78	0.504817968509626	chromosome 17 open reading frame 78
ADAMTS5	0.505	ADAM metallopeptidase with thrombospondin type 1 motif 5
COLQ	0.505	collagen like tail subunit of asymmetric acetylcholinesterase
CHD3	0.505	chromodomain helicase DNA binding protein 3
PMF1-BGLAP	0.5052362208312378	PMF1-BGLAP readthrough
NPIPB3	0.5052872225313355	nuclear pore complex interacting protein family member B3
DNM3OS	0.5054545326994535	DNM3 opposite strand/antisense RNA
SNORD94	0.5055	small nucleolar RNA, C/D box 94
SNRPE	0.5055	small nuclear ribonucleoprotein polypeptide E
BMS1	0.5055000000000001	BMS1 ribosome biogenesis factor
HBA1	0.5055000000000001	hemoglobin subunit alpha 1
PCSK9	0.505516431912873	proprotein convertase subtilisin/kexin type 9
MCM10	0.5055921295621542	minichromosome maintenance 10 replication initiation factor
CCDC185	0.5057367615603268	coiled-coil domain containing 185
PCDHAC2	0.5058489122926844	protocadherin alpha subfamily C, 2
SSFA2	0.5058629891018223	ITPR interacting domain containing 2
OR8K5	0.5059022978953667	olfactory receptor family 8 subfamily K member 5
ERAS	0.5059318059191816	ES cell expressed Ras
GTF2IP1	0.506	general transcription factor IIi pseudogene 1
LOC283070	0.506	
GRAMD3	0.506	GRAM domain containing 2B
CELP	0.506	carboxyl ester lipase pseudogene
NS3BP	0.506117828393446	
EFCAB1	0.5061279058769437	calaxin
MKI67	0.506326108425671	marker of proliferation Ki-67
LOC100128573	0.5065	
CHRNA9	0.5065	cholinergic receptor nicotinic alpha 9 subunit
TNR	0.5065374069569378	tenascin R
PCDHA13	0.5065729429149941	protocadherin alpha 13
LRP2BP	0.5066111634402594	LRP2 binding protein
NREP	0.5066178915079739	neuronal regeneration related protein
MAGEA8	0.5067287993673188	MAGE family member A8
RRAD	0.5068927548513398	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
GATC	0.5069887360264592	glutamyl-tRNA amidotransferase subunit C
ATG7	0.5070348262095998	autophagy related 7
ITIH2	0.5072082055096568	inter-alpha-trypsin inhibitor heavy chain 2
AK9	0.5072188570873166	adenylate kinase 9
VPRBP	0.5072696893851413	DDB1 and CUL4 associated factor 1
LOC554206	0.5073026548061796	leucine carboxyl methyltransferase 1 pseudogene(LOC554206)
LOC101928201	0.5074166134436002	uncharacterized LOC101928201(LOC101928201)
WNT10A	0.5075	Wnt family member 10A
C1orf94	0.5075	chromosome 1 open reading frame 94
CD109	0.5075	CD109 molecule
LINC00525	0.5076243587753737	long intergenic non-protein coding RNA 525
NHS	0.5076245838876112	NHS actin remodeling regulator
WNK1	0.5076762748451532	WNK lysine deficient protein kinase 1
FANK1	0.507838769249692	fibronectin type III and ankyrin repeat domains 1
TRIM17	0.5079850633700361	tripartite motif containing 17
BID	0.5079904791996812	BH3 interacting domain death agonist
OTOG	0.5079908297299944	otogelin
GYS1	0.5081012275656328	glycogen synthase 1
PCDHGB2	0.5082424411514297	protocadherin gamma subfamily B, 2
SPATS1	0.5085000000000001	spermatogenesis associated serine rich 1
BCAP31	0.5085000000000001	B cell receptor associated protein 31
PPOX	0.5085828810424944	protoporphyrinogen oxidase
ZNF891	0.5086035026235199	zinc finger protein 891
ST20	0.5086999999999999	suppressor of tumorigenicity 20
PEX3	0.5087891424646964	peroxisomal biogenesis factor 3
AKAP12	0.5087909515476867	A-kinase anchoring protein 12
ZNF300P1	0.5088713512534535	zinc finger protein 300 pseudogene 1
MRPS33	0.5089998390561662	mitochondrial ribosomal protein S33
SSTR1	0.5090500103433814	somatostatin receptor 1
OR2Z1	0.5092322100767367	olfactory receptor family 2 subfamily Z member 1
WTH3DI	0.5093541154542245	RAB6D, member RAS oncogene family
SULT2A1	0.5093758492424678	sulfotransferase family 2A member 1
RPS7P5	0.5094078039789547	ribosomal protein S7 pseudogene 5
MAGEB17	0.5094417311912357	MAGE family member B17
ADAMTS20	0.5094871805134356	ADAM metallopeptidase with thrombospondin type 1 motif 20
FLJ44635	0.5095	
C9orf16	0.5095	bublin coiled coil protein
TEK	0.5095000000000001	TEK receptor tyrosine kinase
TEX14	0.5095000000000001	testis expressed 14, intercellular bridge forming factor
HSPBP1	0.5095000000000001	HSPA (Hsp70) binding protein 1
NKX6-1	0.5095192481531456	NK6 homeobox 1
OR10P1	0.5095460594810621	olfactory receptor family 10 subfamily P member 1
CENPI	0.5096269091639879	centromere protein I
LOC100190940	0.5096298081261699	
OR4C11	0.5097228545805559	olfactory receptor family 4 subfamily C member 11
MAGEA9	0.5097648551484548	MAGE family member A9
LINC00467	0.5098985190629738	long intergenic non-protein coding RNA 467
SNORA57	0.51	small nucleolar RNA, H/ACA box 57
TNNT1	0.51	troponin T1, slow skeletal type
C1orf56	0.5102785806968317	chromosome 1 open reading frame 56
PRAMEF8	0.5104496592846204	PRAME family member 8
LOC441455	0.5106111234252905	makorin ring finger protein 1 pseudogene(LOC441455)
PRR11	0.5106999999999999	proline rich 11
LOC100996455	0.5109728282424385	
RTN4RL2	0.511	reticulon 4 receptor like 2
SHPK	0.511	sedoheptulokinase
ARSA	0.5113398450350093	arylsulfatase A
SMIM5	0.5113772733367151	small integral membrane protein 5
CES5AP1	0.5114316421672801	carboxylesterase 5A pseudogene 1
GTF3C3	0.5115000000000001	general transcription factor IIIC subunit 3
GLIS1	0.5115708952801923	GLIS family zinc finger 1
TYRO3	0.511753868646811	TYRO3 protein tyrosine kinase
CHST7	0.5117564354240507	carbohydrate sulfotransferase 7
TTC17	0.5118072282099116	tetratricopeptide repeat domain 17
LOC100132304	0.5118938141559771	
LOC643770	0.5119002604683079	
LINC00599	0.5119142711988718	MIR124-1 host gene
LOC339529	0.511973720963998	
GNAT2	0.512	G protein subunit alpha transducin 2
PLIN5	0.512	perilipin 5
C14orf177	0.5121675863132744	long intergenic non-protein coding RNA 2914
DEPDC4	0.5121695384113918	DEP domain containing 4
LOC653160	0.5121807588456948	
SCAI	0.512187904920144	suppressor of cancer cell invasion
NAA25	0.5125	N-alpha-acetyltransferase 25, NatB auxiliary subunit
SALL3	0.5125	spalt like transcription factor 3
KRTAP21-2	0.5125	keratin associated protein 21-2
OR6C68	0.5127972221609389	olfactory receptor family 6 subfamily C member 68
SCP2D1	0.5128910684452335	SCP2 sterol binding domain containing 1
AIPL1	0.5129487178148399	aryl hydrocarbon receptor interacting protein like 1
CCDC116	0.5129856294237665	coiled-coil domain containing 116
ANGPTL4	0.513	angiopoietin like 4
HBE1	0.513	hemoglobin subunit epsilon 1
TULP4	0.513	TUB like protein 4
IGF2BP1	0.513	insulin like growth factor 2 mRNA binding protein 1
TNFSF8	0.5130218248189683	TNF superfamily member 8
NUP43	0.513105783341915	nucleoporin 43
KDM5A	0.5132437639707156	lysine demethylase 5A
MAF	0.5132439855588522	MAF bZIP transcription factor
CHIAP2	0.513367112820428	chitinase, acidic pseudogene 2
HYPM	0.5134180734767344	H2A.P histone
YDJC	0.5137190992911234	YdjC chitooligosaccharide deacetylase homolog
MSANTD2	0.5137329312830267	Myb/SANT DNA binding domain containing 2
LINC01127	0.5138302851923474	long intergenic non-protein coding RNA 1127
LOC101929551	0.5138505491310495	uncharacterized LOC101929551(LOC101929551)
DPY19L2P4	0.5139	DPY19L2 pseudogene 4
WWP2	0.513903109015587	WW domain containing E3 ubiquitin protein ligase 2
CCBE1	0.5139107316282879	collagen and calcium binding EGF domains 1
LYSMD1	0.5139588679809737	LysM domain containing 1
NT5C1A	0.513982798689377	5'-nucleotidase, cytosolic IA
DEFB4A	0.514	defensin beta 4A
NSMCE2	0.514	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
MAGI1	0.514	membrane associated guanylate kinase, WW and PDZ domain containing 1
DDR2	0.514	discoidin domain receptor tyrosine kinase 2
HAND2-AS1	0.5140378566725274	HAND2 antisense RNA 1
GPR22	0.5140908484339747	G protein-coupled receptor 22
EMC3	0.5140914222239125	ER membrane protein complex subunit 3
DAPK1	0.5141058057720391	death associated protein kinase 1
IRAK3	0.5141671373749268	interleukin 1 receptor associated kinase 3
LOC100128885	0.5142052210247056	uncharacterized LOC100128885(LOC100128885)
IFNA2	0.5142988326198301	interferon alpha 2
SERPINA2	0.5143902027288759	serpin family A member 2 (gene/pseudogene)
AGBL3	0.5144579064816934	AGBL carboxypeptidase 3
C1orf105	0.5144682783652459	chromosome 1 open reading frame 105
TMEM82	0.5145	transmembrane protein 82
OR8S1	0.5145	olfactory receptor family 8 subfamily S member 1
PAQR3	0.5145	progestin and adipoQ receptor family member 3
SLC22A8	0.5145614757625989	solute carrier family 22 member 8
ZNF256	0.5145934572338076	zinc finger protein 256
ZNF215	0.514623999150487	zinc finger protein 215
C1orf85	0.5146635252110385	glycosylated lysosomal membrane protein
RNF149	0.5146716373607757	ring finger protein 149
OR1F1	0.5147801826025544	olfactory receptor family 1 subfamily F member 1
VAMP8	0.515	vesicle associated membrane protein 8
DRD2	0.5150040105868643	dopamine receptor D2
ASB10	0.5150242703612932	ankyrin repeat and SOCS box containing 10
CLPS	0.5150643111109258	colipase
PRSS35	0.5150816190540208	serine protease 35
TP53TG5	0.5153627962977025	TP53 target 5
DYNAP	0.515381023964477	dynactin associated protein
LINC00526	0.5153868199102918	long intergenic non-protein coding RNA 526
NEIL1	0.5153974449325402	nei like DNA glycosylase 1
LOC100131303	0.5154023421642675	
OR2T4	0.5154091579094088	olfactory receptor family 2 subfamily T member 4
ADAMTS19	0.5155496325538449	ADAM metallopeptidase with thrombospondin type 1 motif 19
SLC37A2	0.5155826400588936	solute carrier family 37 member 2
TMEM183B	0.5156470525910144	transmembrane protein 183B, pseudogene
KCNJ9	0.515700026277484	potassium inwardly rectifying channel subfamily J member 9
LOC643406	0.5157126021511235	uncharacterized LOC643406(LOC643406)
RASA4B	0.515755954688595	RAS p21 protein activator 4B
ZFHX4-AS1	0.5158015293222692	ZFHX4 antisense RNA 1
MID1IP1-AS1	0.5159375222989866	MID1IP1 antisense RNA 1
TTLL3	0.516	tubulin tyrosine ligase like 3
VSIG1	0.516142676055087	V-set and immunoglobulin domain containing 1
MKRN7P	0.5161616970634071	makorin ring finger protein 7, pseudogene
ZNF582	0.5163494355075019	zinc finger protein 582
TTBK2	0.5163661334267259	tau tubulin kinase 2
FAM181A	0.516374522277636	family with sequence similarity 181 member A
IGFL1	0.5163770347563766	IGF like family member 1
NTF4	0.5165	neurotrophin 4
IQGAP1	0.5165	IQ motif containing GTPase activating protein 1
PPIEL	0.5165	peptidylprolyl isomerase E like pseudogene
MLIP	0.5165313284858	muscular LMNA interacting protein
ZDHHC1	0.5165438427068454	zinc finger DHHC-type containing 1
PELI3	0.5165979097912332	pellino E3 ubiquitin protein ligase family member 3
STARD5	0.5166783997182787	StAR related lipid transfer domain containing 5
STX7	0.5166911559199365	syntaxin 7
TEX33	0.5167171126731783	testis expressed 33
LINC01137	0.5167225947443579	ZC3H12A divergent transcript
PET112	0.5167929394461392	glutamyl-tRNA amidotransferase subunit B
VAC14-AS1	0.5168050193800261	VAC14 antisense RNA 1
BNIP3	0.516866777134283	BCL2 interacting protein 3
PNOC	0.5169271943145037	prepronociceptin
ZNF556	0.5169551892773452	zinc finger protein 556
SULT1A3	0.517	sulfotransferase family 1A member 3
ADPRHL1	0.517	ADP-ribosylhydrolase like 1
C6orf223	0.5170508278925688	long intergenic non-protein coding RNA 3040
C6orf1	0.5170768793819202	small integral membrane protein 29
NECAB1	0.5170815920161345	N-terminal EF-hand calcium binding protein 1
TSR3	0.5171783999610974	TSR3 ribosome maturation factor
SSMEM1	0.5172148646941765	serine rich single-pass membrane protein 1
C2orf50	0.5172748410189257	chromosome 2 open reading frame 50
FAM41AY1	0.5173330783902398	family with sequence similarity 41 member A, Y-linked 1
SDC3	0.517492043739451	syndecan 3
POM121	0.5175	POM121 transmembrane nucleoporin
DNAJC27	0.5175054809142833	DnaJ heat shock protein family (Hsp40) member C27
ANXA10	0.517540420166247	annexin A10
C1S	0.5176488537290821	complement C1s
SEC61B	0.5177080086107594	SEC61 translocon subunit beta
LOC338694	0.5178681544425643	uncharacterized LOC338694(LOC338694)
USP6NL	0.5179294620046244	USP6 N-terminal like
MAATS1	0.5179296940347695	cilia and flagella associated protein 91
CGREF1	0.517967193408455	cell growth regulator with EF-hand domain 1
UST	0.518	uronyl 2-sulfotransferase
EDEM1	0.518	ER degradation enhancing alpha-mannosidase like protein 1
GALNT4	0.518	polypeptide N-acetylgalactosaminyltransferase 4
SPANXC	0.518	SPANX family member C
MTHFSD	0.5181191931352381	methenyltetrahydrofolate synthetase domain containing
SLC30A4	0.5181616482073088	solute carrier family 30 member 4
BCCIP	0.5181698070066769	BRCA2 and CDKN1A interacting protein
TUBA3D	0.5182741409397242	tubulin alpha 3d
LINC00482	0.5182980574364008	long intergenic non-protein coding RNA 482
LOC283693	0.5183658808681109	
DUXA	0.5184182829625037	double homeobox A
SNAI2	0.5185	snail family transcriptional repressor 2
MAPK8IP2	0.5185	mitogen-activated protein kinase 8 interacting protein 2
STXBP6	0.5185	syntaxin binding protein 6
WEE2	0.5185643713468054	WEE2 oocyte meiosis inhibiting kinase
C16orf82	0.5185769621641392	chromosome 16 open reading frame 82
DUSP28	0.5185981825816851	dual specificity phosphatase 28
STRA13	0.5186913853227801	basic helix-loop-helix family member e40
ZEB1-AS1	0.5187545926101702	ZEB1 antisense RNA 1
LINC00266-1	0.5188047821207351	septin 14 pseudogene 20
ACOT1	0.519	acyl-CoA thioesterase 1
TMEM232	0.5191633373626153	transmembrane protein 232
FHL5	0.5193456253927785	four and a half LIM domains 5
PRR32	0.5193702456007603	proline rich 32
ZBED9	0.5194948332399484	zinc finger BED-type containing 9
NAV2	0.5195	neuron navigator 2
SNORD97	0.5195000000000001	small nucleolar RNA, C/D box 97
KEL	0.5195000000000001	Kell metallo-endopeptidase (Kell blood group)
TMEM238	0.5196344101044883	transmembrane protein 238
CXCR5	0.5196598787809933	C-X-C motif chemokine receptor 5
ZNF334	0.5197021660967087	zinc finger protein 334
ZNF140	0.5197869765127691	zinc finger protein 140
SERPINA7	0.5198515042989433	serpin family A member 7
SRP14	0.5199114068931567	signal recognition particle 14
GJA10	0.5199973706207274	gap junction protein alpha 10
WDR4	0.5200680317346389	WD repeat domain 4
MILR1	0.5201333738394499	mast cell immunoglobulin like receptor 1
MAGEA11	0.5201374290835463	MAGE family member A11
