Gene	Summed p values	Name
RBM4B	1.6170949398015828	RNA binding motif protein 4B
WDR54	1.6172595281656343	WD repeat domain 54
CHST7	1.6173055188750456	carbohydrate sulfotransferase 7
NEU3	1.617422532775061	neuraminidase 3
HYAL3	1.6175314333900639	hyaluronidase 3
KCNU1	1.6175679163237804	potassium calcium-activated channel subfamily U member 1
IMPDH2	1.6176148829968144	inosine monophosphate dehydrogenase 2
FABP6	1.6177501941023111	fatty acid binding protein 6
HS3ST6	1.6179296681740822	heparan sulfate-glucosamine 3-sulfotransferase 6
DEFB119	1.6179471045054972	defensin beta 119
ZNF205-AS1	1.618135597720641	ZNF205 antisense RNA 1
COX18	1.6181490562766538	cytochrome c oxidase assembly factor COX18
SLC37A4	1.6183659457561501	solute carrier family 37 member 4
MYL3	1.618420929803794	myosin light chain 3
MPDU1	1.6184841146020565	mannose-P-dolichol utilization defect 1
CAMKK1	1.6185637698636706	calcium/calmodulin dependent protein kinase kinase 1
TAF13	1.6187098523689638	TATA-box binding protein associated factor 13
MRPS7	1.6188145214103453	mitochondrial ribosomal protein S7
EIF2AK3	1.6189967133556107	eukaryotic translation initiation factor 2 alpha kinase 3
PLCXD3	1.6194386977747643	phosphatidylinositol specific phospholipase C X domain containing 3
UBAC1	1.6196530585204894	UBA domain containing 1
AAAS	1.6196901367351684	aladin WD repeat nucleoporin
FOLH1B	1.6197617785125389	folate hydrolase 1B (pseudogene)
TDRD9	1.619795173404874	tudor domain containing 9
ATM	1.6199025740800088	ATM serine/threonine kinase
LRRC16A	1.6200517727507737	capping protein regulator and myosin 1 linker 1
PRDX1	1.6201117241944245	peroxiredoxin 1
PDLIM4	1.6203294262184773	PDZ and LIM domain 4
SUCNR1	1.6203433980884934	succinate receptor 1
PCDP1	1.6204020558283005	cilia and flagella associated protein 221
TPP2	1.6210725391070016	tripeptidyl peptidase 2
RPL6	1.621248428378936	ribosomal protein L6
TLR7	1.6212578611119204	toll like receptor 7
USP42	1.6215361511646025	ubiquitin specific peptidase 42
CDK2	1.6215540520162846	cyclin dependent kinase 2
COL4A5	1.621559911344889	collagen type IV alpha 5 chain
KCNA3	1.6216418986439147	potassium voltage-gated channel subfamily A member 3
PMF1	1.6218245717001507	polyamine modulated factor 1
KRTAP26-1	1.6218694817705264	keratin associated protein 26-1
NONO	1.6221050158614052	non-POU domain containing octamer binding
TDGF1	1.622178249754442	teratocarcinoma-derived growth factor 1
MRPL48	1.6223027239960068	mitochondrial ribosomal protein L48
LINC01278	1.6224374108867683	long intergenic non-protein coding RNA 1278
CCDC155	1.6224748398504758	KASH domain containing 5
GTPBP3	1.6226546174522491	GTP binding protein 3, mitochondrial
LDHA	1.6228461943512973	lactate dehydrogenase A
PTAR1	1.6228734146556496	protein prenyltransferase alpha subunit repeat containing 1
SNAP29	1.6229697034088446	synaptosome associated protein 29
LOC644656	1.6231765229043644	uncharacterized LOC644656(LOC644656)
RCAN2	1.6232114024067212	regulator of calcineurin 2
IARS2	1.6232948156102762	isoleucyl-tRNA synthetase 2, mitochondrial
CCDC61	1.6233133383699332	coiled-coil domain containing 61
TNFSF13	1.6233160007397638	TNF superfamily member 13
TBL3	1.6233676277325615	transducin beta like 3
C1orf21	1.6236101005432366	chromosome 1 open reading frame 21
OLA1	1.623960179798049	Obg like ATPase 1
UNKL	1.6240587875398038	unk like zinc finger
HGFAC	1.6243419228962157	HGF activator
CCDC74B	1.6246456502547235	coiled-coil domain containing 74B
VWA1	1.6246706008889613	von Willebrand factor A domain containing 1
CSAG4	1.6246854754629418	CSAG family member 4 (pseudogene)
GDPD3	1.6249540097325599	glycerophosphodiester phosphodiesterase domain containing 3
RHOJ	1.6249789692868393	ras homolog family member J
FKBP10	1.6249902945557126	FKBP prolyl isomerase 10
LINC00087	1.6249921276812849	small integral membrane protein 10 like 2B
FNDC8	1.6250590737984454	fibronectin type III domain containing 8
GRIK4	1.6251104787104969	glutamate ionotropic receptor kainate type subunit 4
OPA3	1.6251490799713526	outer mitochondrial membrane lipid metabolism regulator OPA3
POU3F3	1.625273713034815	POU class 3 homeobox 3
AMY2B	1.6253371962526177	amylase alpha 2B
DNTT	1.6253862553145353	DNA nucleotidylexotransferase
XKR8	1.6255451701038972	XK related 8
C10orf55	1.625902356827933	chromosome 10 putative open reading frame 55
NTPCR	1.6259155935202172	nucleoside-triphosphatase, cancer-related
ZNF568	1.6260273688986304	zinc finger protein 568
CNN3	1.626084591368528	calponin 3
TXNDC2	1.6260943835096688	thioredoxin domain containing 2
GAL3ST4	1.6262151864979244	galactose-3-O-sulfotransferase 4
SFTA1P	1.6262569543093757	surfactant associated 1, lncRNA
CCDC152	1.6266990921696158	coiled-coil domain containing 152
LINC00322	1.6267459809217617	long intergenic non-protein coding RNA 322
CASC5	1.6268320206847362	kinetochore scaffold 1
HAVCR2	1.6268452254149073	hepatitis A virus cellular receptor 2
MGC16025	1.6269963931903009	uncharacterized LOC85009(MGC16025)
NUDT3	1.626998335316871	nudix hydrolase 3
DKK2	1.6270912003439952	dickkopf WNT signaling pathway inhibitor 2
CTR9	1.6271270064040009	CTR9 homolog, Paf1/RNA polymerase II complex component
CIZ1	1.6272967364112625	CDKN1A interacting zinc finger protein 1
LYNX1	1.6274226503775173	Ly6/neurotoxin 1
PNPLA8	1.6277902929271695	patatin like phospholipase domain containing 8
NAGA	1.6277948537384357	alpha-N-acetylgalactosaminidase
TAS2R3	1.6278222116713612	taste 2 receptor member 3
LMNA	1.6278661731430146	lamin A/C
FAU	1.6278675769773938	FAU ubiquitin like and ribosomal protein S30 fusion
CFTR	1.6281589848652143	CF transmembrane conductance regulator
GPR123	1.628182925696246	adhesion G protein-coupled receptor A1
ALS2CR11	1.6282186984983489	C2 calcium dependent domain containing 6
R3HCC1L	1.6282672509997544	R3H domain and coiled-coil containing 1 like
BAALC	1.628327153675219	BAALC binder of MAP3K1 and KLF4
CNTNAP1	1.6283465035304079	contactin associated protein 1
AARS2	1.628522797029381	alanyl-tRNA synthetase 2, mitochondrial
OR10G3	1.6286658575835062	olfactory receptor family 10 subfamily G member 3
ANP32C	1.6287060393843102	acidic nuclear phosphoprotein 32 family member C
CRELD1	1.6287148328348793	cysteine rich with EGF like domains 1
SLC6A10P	1.6287513103731737	solute carrier family 6 member 10, pseudogene
TSSC4	1.628781043938584	tumor suppressing subtransferable candidate 4
OR8G2	1.6287967852491594	olfactory receptor family 8 subfamily G member 2 pseudogene
TULP1	1.6288197627155934	TUB like protein 1
HP	1.6289602340092317	haptoglobin
ZNF19	1.6290174194074099	zinc finger protein 19
EIF4E	1.6290649383822062	eukaryotic translation initiation factor 4E
KCNAB1	1.6290867145517771	potassium voltage-gated channel subfamily A regulatory beta subunit 1
MGME1	1.6293265741463103	mitochondrial genome maintenance exonuclease 1
DLG1	1.6295159633933862	discs large MAGUK scaffold protein 1
SLC6A1	1.6297770786784402	solute carrier family 6 member 1
AADAC	1.6299701502465587	arylacetamide deacetylase
BLM	1.6301141823237317	BLM RecQ like helicase
CYC1	1.6301847544654438	cytochrome c1
FEZ1	1.6302319744717433	fasciculation and elongation protein zeta 1
CSAD	1.6305857445676701	cysteine sulfinic acid decarboxylase
CCL4L2	1.6309913793005804	C-C motif chemokine ligand 4 like 2
AP4E1	1.6311376741473378	adaptor related protein complex 4 subunit epsilon 1
UPF2	1.631159014800903	UPF2 regulator of nonsense mediated mRNA decay
ACP5	1.6312104361581037	acid phosphatase 5, tartrate resistant
SETD4	1.631276112343444	SET domain containing 4
TMEM14B	1.6313424574356719	transmembrane protein 14B
HIST1H4F	1.6314372453143504	H4 clustered histone 6
B3GNT7	1.6314585998901343	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
GTF2E1	1.6315109640201955	general transcription factor IIE subunit 1
OSTM1	1.6315790657617872	osteoclastogenesis associated transmembrane protein 1
CCDC62	1.6316392337907883	coiled-coil domain containing 62
MYLK3	1.6316843452553833	myosin light chain kinase 3
TARS2	1.6317971773997724	threonyl-tRNA synthetase 2, mitochondrial
MSR1	1.632009907155638	macrophage scavenger receptor 1
TAPT1	1.6320192028275242	transmembrane anterior posterior transformation 1
GALNT8	1.6320461516101754	polypeptide N-acetylgalactosaminyltransferase 8
FTSJ1	1.6320476861770774	FtsJ RNA 2'-O-methyltransferase 1
HOXA4	1.6320823222844811	homeobox A4
MYO1E	1.632348345854633	myosin IE
KLHDC10	1.6323597553314428	kelch domain containing 10
LOC284412	1.6324293766179825	uncharacterized LOC284412(LOC284412)
AJUBA	1.632445998409824	ajuba LIM protein
SELT	1.632703414460281	selenoprotein T
PTK2	1.6327372581143893	protein tyrosine kinase 2
CDH18	1.6327975848521148	cadherin 18
TTTY14	1.6328082577156071	testis-specific transcript, Y-linked 14
ETHE1	1.6328661475132682	ETHE1 persulfide dioxygenase
CACNG5	1.6329519733616087	calcium voltage-gated channel auxiliary subunit gamma 5
RCBTB1	1.6329988580562342	RCC1 and BTB domain containing protein 1
OSM	1.633010106107227	oncostatin M
FBLN2	1.6335002973077222	fibulin 2
CGREF1	1.6335427986737283	cell growth regulator with EF-hand domain 1
STBD1	1.6337057097838859	starch binding domain 1
MCU	1.6337135576245205	mitochondrial calcium uniporter
GPT	1.6338435281712624	glutamic--pyruvic transaminase
PRR29	1.633904419322852	proline rich 29
LINC00652	1.6339737942732926	long intergenic non-protein coding RNA 652
OCLM	1.6339958232954346	
LIN7C	1.6340222822016146	lin-7 homolog C, crumbs cell polarity complex component
DKFZP434H168	1.6340806126761285	
PROZ	1.6341222590957132	protein Z, vitamin K dependent plasma glycoprotein
FLJ38576	1.634266389001259	uncharacterized LOC651430(FLJ38576)
PDE4B	1.6342807835130677	phosphodiesterase 4B
HACE1	1.6346415698071164	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
FGL1	1.634678623568675	fibrinogen like 1
CXorf58	1.634760276136754	chromosome X open reading frame 58
TMEM105	1.634941401853475	TMEM105 long non-coding RNA
HIST1H2AK	1.6349465601065059	H2A clustered histone 15
SSX8	1.6352191305607486	SSX family member 8, pseudogene
SLC22A18AS	1.635403969042002	SLC22A18 antisense RNA
C3orf65	1.6354977001436686	IGF2BP2 antisense RNA 1
TRAF1	1.6356716184920408	TNF receptor associated factor 1
LOC100144595	1.6358407487907574	uncharacterized LOC100144595(LOC100144595)
BCL11B	1.635990618603361	BAF chromatin remodeling complex subunit BCL11B
IL2RG	1.6362710477052707	interleukin 2 receptor subunit gamma
RLN3	1.6365333802211977	relaxin 3
ARGFX	1.6368101513369464	arginine-fifty homeobox
UGGT2	1.6369545801257996	UDP-glucose glycoprotein glucosyltransferase 2
IGLON5	1.6374671300022774	IgLON family member 5
ACY1	1.6374784251647283	aminoacylase 1
PLA2G2C	1.6384703592020224	phospholipase A2 group IIC
CCR10	1.638655143018643	C-C motif chemokine receptor 10
BBS5	1.6386567827291607	Bardet-Biedl syndrome 5
SLC39A6	1.6386934571252105	solute carrier family 39 member 6
HNRNPKP3	1.6387004288869722	heterogeneous nuclear ribonucleoprotein K pseudogene 3
LRPAP1	1.6387517034062844	LDL receptor related protein associated protein 1
SLC5A9	1.6388127001500772	solute carrier family 5 member 9
DNAJB12	1.6388327803302234	DnaJ heat shock protein family (Hsp40) member B12
FANCC	1.6389814096517716	FA complementation group C
MAP3K19	1.6390395290262343	mitogen-activated protein kinase kinase kinase 19
RRP7A	1.6390949602951723	ribosomal RNA processing 7 homolog A
EDEM2	1.6391189625632676	ER degradation enhancing alpha-mannosidase like protein 2
CLVS1	1.6392094546587386	clavesin 1
SPRED1	1.6392434707003558	sprouty related EVH1 domain containing 1
CHTF8	1.6393234121904101	chromosome transmission fidelity factor 8
FUCA2	1.6393660032447066	alpha-L-fucosidase 2
LITAF	1.639602867112613	lipopolysaccharide induced TNF factor
PPP1R3B	1.6397453239615478	protein phosphatase 1 regulatory subunit 3B
COLEC12	1.6398926981271342	collectin subfamily member 12
LRRC18	1.6399129179644827	leucine rich repeat containing 18
RHBDF2	1.6402696807655806	rhomboid 5 homolog 2
SLC39A5	1.6404472384167665	solute carrier family 39 member 5
RHOBTB1	1.6407760554744448	Rho related BTB domain containing 1
KIAA1430	1.6410305535509482	cilia and flagella associated protein 97
KLRC1	1.641062400165152	killer cell lectin like receptor C1
TARSL2	1.6411286286499582	threonyl-tRNA synthetase 3
FGD5P1	1.6411343382188028	FYVE, RhoGEF and PH domain containing 5 pseudogene 1
KLK13	1.641288776374549	kallikrein related peptidase 13
GLG1	1.6413111002104817	golgi glycoprotein 1
SLC46A2	1.6414576786578203	solute carrier family 46 member 2
SLCO4C1	1.6415503581721502	solute carrier organic anion transporter family member 4C1
SEMA6C	1.6415787557256916	semaphorin 6C
LOC728024	1.6416689020058435	STING1 ER exit protein 1 pseudogene(LOC728024)
SH2D1A	1.6416967353033711	SH2 domain containing 1A
ANKRD12	1.6418670206420107	ankyrin repeat domain 12
SCGB1C1	1.6419719897289005	secretoglobin family 1C member 1
RPS6KB2	1.6420186631977682	ribosomal protein S6 kinase B2
BYSL	1.6421587677073863	bystin like
UBD	1.642287583580687	ubiquitin D
IRAK4	1.642584317436401	interleukin 1 receptor associated kinase 4
NEK9	1.6427130340225924	NIMA related kinase 9
TBC1D7	1.6427132222664995	TBC1 domain family member 7
PSG5	1.6427765997138182	pregnancy specific beta-1-glycoprotein 5
FOXJ3	1.6427915563692372	forkhead box J3
ARHGAP4	1.642794246024568	Rho GTPase activating protein 4
MROH2A	1.6428005452830876	maestro heat like repeat family member 2A
KRT42P	1.6429423290470349	keratin 42, pseudogene
ZNF280D	1.6431038452851556	zinc finger protein 280D
GFAP	1.6431184417653077	glial fibrillary acidic protein
ADAM2	1.6431718951278067	ADAM metallopeptidase domain 2
CYMP	1.6433453085164378	chymosin, pseudogene
LRRC37A2	1.6435186147397591	leucine rich repeat containing 37 member A2
SFRP4	1.6436394215268613	secreted frizzled related protein 4
ZFP90	1.643645212171641	ZFP90 zinc finger protein
UHRF1	1.6436824894049709	ubiquitin like with PHD and ring finger domains 1
ZFAND5	1.643818373309126	zinc finger AN1-type containing 5
ZNF569	1.6439381124945602	zinc finger protein 569
KRT76	1.6440603562536296	keratin 76
UQCR10	1.6441670144784624	ubiquinol-cytochrome c reductase, complex III subunit X
OSGIN2	1.6442000667323002	oxidative stress induced growth inhibitor family member 2
HERC1	1.6442064491335604	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
SATB2	1.6445522922617408	SATB homeobox 2
HSF4	1.6445901273057877	heat shock transcription factor 4
E4F1	1.6446961160620486	E4F transcription factor 1
C4orf47	1.6448135967336222	chromosome 4 open reading frame 47
OR2M7	1.6448543602847843	olfactory receptor family 2 subfamily M member 7
FAM170B	1.6448682922136602	family with sequence similarity 170 member B
TNFSF18	1.6449507574551316	TNF superfamily member 18
PRKACG	1.6449877107039002	protein kinase cAMP-activated catalytic subunit gamma
ZNF582-AS1	1.6451666674390164	ZNF582 divergent transcript
ZNF711	1.645409041410408	zinc finger protein 711
PCDHGA12	1.6454350676024627	protocadherin gamma subfamily A, 12
KLHL6	1.6454686692483131	kelch like family member 6
S1PR4	1.6457067204733675	sphingosine-1-phosphate receptor 4
PRKCH	1.645855084677848	protein kinase C eta
DNAJC4	1.6460001868220844	DnaJ heat shock protein family (Hsp40) member C4
PCDHB4	1.646134935501013	protocadherin beta 4
HLA-DRA	1.6462020654166367	major histocompatibility complex, class II, DR alpha
ZBTB46	1.6462702225181864	zinc finger and BTB domain containing 46
ZBTB16	1.6463551534044993	zinc finger and BTB domain containing 16
FKBP3	1.6463617960484154	FKBP prolyl isomerase 3
CHD5	1.6464068991991165	chromodomain helicase DNA binding protein 5
GPR116	1.6464568444108147	adhesion G protein-coupled receptor F5
PTGFRN	1.6465861322722781	prostaglandin F2 receptor inhibitor
SEC61B	1.6465951579841918	SEC61 translocon subunit beta
FOSL2	1.6468920782230008	FOS like 2, AP-1 transcription factor subunit
RTP2	1.6469793483235595	receptor transporter protein 2
FNDC3B	1.646991824532999	fibronectin type III domain containing 3B
GPHA2	1.6472445680531094	glycoprotein hormone subunit alpha 2
PRSS33	1.6473468120896828	serine protease 33
NUDT16	1.647378707599302	nudix hydrolase 16
SOD1	1.647390938041595	superoxide dismutase 1
FLJ16779	1.6474030410749867	uncharacterized LOC100192386(FLJ16779)
USP18	1.6475743198449404	ubiquitin specific peptidase 18
SLFN12L	1.6476811193242693	schlafen family member 12 like
SYT10	1.6479390456323941	synaptotagmin 10
B4GALT4	1.6480539528592164	beta-1,4-galactosyltransferase 4
OR52N2	1.648136032680071	olfactory receptor family 52 subfamily N member 2
MPZL2	1.6482362956839776	myelin protein zero like 2
CMTM2	1.6482710817500676	CKLF like MARVEL transmembrane domain containing 2
GPR126	1.6484203858115831	adhesion G protein-coupled receptor G6
LACRT	1.648659336557824	lacritin
PHF23	1.648697361905941	PHD finger protein 23
WFDC8	1.6487283829735038	WAP four-disulfide core domain 8
SOBP	1.64903367910985	sine oculis binding protein homolog
POU3F4	1.649058033575118	POU class 3 homeobox 4
EPHA1-AS1	1.649116121050234	EPHA1 antisense RNA 1
KCTD12	1.6491928892936256	potassium channel tetramerization domain containing 12
CCL3L3	1.649305082147205	C-C motif chemokine ligand 3 like 3
WDR93	1.6496923268925474	WD repeat domain 93
CLDN1	1.6499143342855884	claudin 1
ACOX3	1.6500703299032682	acyl-CoA oxidase 3, pristanoyl
ASB9	1.6501298652201375	ankyrin repeat and SOCS box containing 9
DCAF13	1.6501383513273398	DDB1 and CUL4 associated factor 13
PTGER4P2-CDK2AP2P2	1.6502109530417262	PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene
PRY2	1.650226937897262	PTPN13 like Y-linked 2
LINC00115	1.6502441517905482	long intergenic non-protein coding RNA 115
SERP1	1.6502523267589795	stress associated endoplasmic reticulum protein 1
DAB2IP	1.6503617749173491	DAB2 interacting protein
ETV3L	1.650385548975075	ETS variant transcription factor 3 like
CCL26	1.6507104553171228	C-C motif chemokine ligand 26
TCP10	1.6508206907007905	t-complex 10 like 3, pseudogene
UHRF2	1.6508484570881883	ubiquitin like with PHD and ring finger domains 2
SDC3	1.6509233683233884	syndecan 3
RUSC2	1.6509712116494397	RUN and SH3 domain containing 2
C21orf119	1.6510382898042588	URB1 antisense RNA 1 (head to head)
ARL4A	1.6512728781922268	ADP ribosylation factor like GTPase 4A
LOC101929154	1.6512969646257285	uncharacterized LOC101929154(LOC101929154)
IGSF21	1.6515288059359268	immunoglobin superfamily member 21
PLRG1	1.6515465411306147	pleiotropic regulator 1
HIC2	1.6515979001853045	HIC ZBTB transcriptional repressor 2
ZNF99	1.6517911366033515	zinc finger protein 99
LILRP2	1.651979437733806	leukocyte immunoglobulin-like receptor pseudogene 2
VEGFC	1.6520003816810052	vascular endothelial growth factor C
DIP2C	1.652022610113443	disco interacting protein 2 homolog C
CYSLTR2	1.6521979934463107	cysteinyl leukotriene receptor 2
AARS	1.6522550145233699	alanyl-tRNA synthetase 1
PI4KB	1.6523424651393275	phosphatidylinositol 4-kinase beta
UNC5C	1.6523589588599048	unc-5 netrin receptor C
ZNF692	1.6523812095284542	zinc finger protein 692
C8B	1.6524898984067802	complement C8 beta chain
CTSA	1.6526352592462605	cathepsin A
CKMT2	1.6527309827042	creatine kinase, mitochondrial 2
LINC01184	1.6527428823538413	SLC12A2 divergent transcript
ODF2L	1.652797466306788	outer dense fiber of sperm tails 2 like
SSFA2	1.6528351691592165	ITPR interacting domain containing 2
GGA1	1.6529090055467104	golgi associated, gamma adaptin ear containing, ARF binding protein 1
TRIM14	1.652925492967888	tripartite motif containing 14
ISL1	1.6529475059590317	ISL LIM homeobox 1
IQCF3	1.653037494706301	IQ motif containing F3
PYY	1.6530762122233291	peptide YY
POC1A	1.653137300237669	POC1 centriolar protein A
VSX1	1.6534972148311566	visual system homeobox 1
SIK2	1.6536278966406233	salt inducible kinase 2
MIR143HG	1.6538334655983151	cardiac mesoderm enhancer-associated non-coding RNA
MAP3K5	1.6538425673972887	mitogen-activated protein kinase kinase kinase 5
SMG7	1.6539106366113607	SMG7 nonsense mediated mRNA decay factor
NPIPA5	1.6540812589802212	nuclear pore complex interacting protein family member A5
EFCAB12	1.6541082027057588	EF-hand calcium binding domain 12
CPN2	1.6541206971612543	carboxypeptidase N subunit 2
TDP1	1.6543595911361573	tyrosyl-DNA phosphodiesterase 1
SYNGR3	1.6544011651000166	synaptogyrin 3
HSPE1	1.654494258571642	heat shock protein family E (Hsp10) member 1
MSRB2	1.6545857449855597	methionine sulfoxide reductase B2
C1orf56	1.6545995707795345	chromosome 1 open reading frame 56
NSMCE2	1.6546118709432605	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
CST8	1.6546682991678328	cystatin 8
HTR1A	1.65494443061992	5-hydroxytryptamine receptor 1A
ZNF799	1.654944846051011	zinc finger protein 799
PCYT1B	1.6551486117744303	phosphate cytidylyltransferase 1B, choline
TMEM82	1.6554179819351504	transmembrane protein 82
KDM4B	1.655460492893472	lysine demethylase 4B
C21orf37	1.655481996411845	long intergenic non-protein coding RNA 1549
KCNK2	1.6556157064931352	potassium two pore domain channel subfamily K member 2
XGY2	1.6557330522875222	XG pseudogene, Y-linked 2
TRIP10	1.6557454926010258	thyroid hormone receptor interactor 10
ZDHHC19	1.655989035571075	zinc finger DHHC-type palmitoyltransferase 19
MROH9	1.656042691132898	maestro heat like repeat family member 9
DLGAP5	1.656086295711561	DLG associated protein 5
MED13	1.6563520619627328	mediator complex subunit 13
LLGL1	1.6563710513213474	LLGL scribble cell polarity complex component 1
NEFH	1.6564609706147824	neurofilament heavy chain
SRP14	1.6570065473941606	signal recognition particle 14
MRPS9	1.6570953468064333	mitochondrial ribosomal protein S9
PTGER2	1.6571386955650451	prostaglandin E receptor 2
NR3C1	1.6573192631823506	nuclear receptor subfamily 3 group C member 1
ALG2	1.6573565166385904	ALG2 alpha-1,3/1,6-mannosyltransferase
MAN1A1	1.6574587964076548	mannosidase alpha class 1A member 1
MRPS31	1.6575056356097653	mitochondrial ribosomal protein S31
SGCZ	1.6577285331287748	sarcoglycan zeta
CAMK4	1.6580225672830258	calcium/calmodulin dependent protein kinase IV
CEACAM3	1.6580378665327897	CEA cell adhesion molecule 3
ATXN8OS	1.6580800319615863	ATXN8 opposite strand lncRNA
TCF15	1.6581192526397732	transcription factor 15
BATF2	1.658148170333512	basic leucine zipper ATF-like transcription factor 2
C2orf68	1.658172446788868	chromosome 2 open reading frame 68
LIF	1.6581889579831726	LIF interleukin 6 family cytokine
SLC45A4	1.658277041811682	solute carrier family 45 member 4
PSMC1	1.6583336513884994	proteasome 26S subunit, ATPase 1
KCNIP4-IT1	1.6585857086348763	KCNIP4 intronic transcript 1
SLC43A1	1.6586492281692842	solute carrier family 43 member 1
FBXO48	1.658736832822792	F-box protein 48
C9orf78	1.6587651703629738	chromosome 9 open reading frame 78
TRPC1	1.6588773928227267	transient receptor potential cation channel subfamily C member 1
TMEM223	1.659010514420311	transmembrane protein 223
C16orf90	1.6590975177301521	chromosome 16 open reading frame 90
UQCRC1	1.6591945115764755	ubiquinol-cytochrome c reductase core protein 1
STAT4	1.6592516041449374	signal transducer and activator of transcription 4
LGI2	1.6595078360114943	leucine rich repeat LGI family member 2
ZP2	1.659575954782979	zona pellucida glycoprotein 2
NXN	1.6597656679371704	nucleoredoxin
DCAF12L2	1.660321780107347	DDB1 and CUL4 associated factor 12 like 2
TKT	1.660740268133933	transketolase
LOH12CR1	1.660806388884472	BLOC-1 related complex subunit 5
MRI1	1.6608704727662884	methylthioribose-1-phosphate isomerase 1
RND3	1.6609780563817775	Rho family GTPase 3
ATP10D	1.6610029787724716	ATPase phospholipid transporting 10D (putative)
PANX3	1.66103848290054	pannexin 3
MTA1	1.6613476064012063	metastasis associated 1
GOLGA6B	1.6615122988070117	golgin A6 family member B
TTTY10	1.661554852160458	testis-specific transcript, Y-linked 10
AFF2	1.6616230326946315	AF4/FMR2 family member 2
C5orf51	1.661666637517348	RAB7A interacting MON1-CCZ1 complex subunit 1
EFCAB4B	1.6617622170838566	calcium release activated channel regulator 2A
NRCAM	1.661831617306547	neuronal cell adhesion molecule
PIGZ	1.6619608834219732	phosphatidylinositol glycan anchor biosynthesis class Z
MED27	1.6620873677651078	mediator complex subunit 27
CRHR2	1.6621684797665572	corticotropin releasing hormone receptor 2
C1R	1.6623583241827475	complement C1r
ARPC5L	1.66237248539979	actin related protein 2/3 complex subunit 5 like
ZNF24	1.6624795782454411	zinc finger protein 24
CYP19A1	1.6625464332769744	cytochrome P450 family 19 subfamily A member 1
PNLIPRP1	1.6627956289803763	pancreatic lipase related protein 1
EVA1B	1.6628118023500549	eva-1 homolog B
NEIL3	1.6628367041424423	nei like DNA glycosylase 3
ZBTB11-AS1	1.6628568447276602	ZBTB11 antisense RNA 1
SOX3	1.6629952231774559	SRY-box transcription factor 3
RABEPK	1.663408752570903	Rab9 effector protein with kelch motifs
SOGA3	1.6634156258461075	SOGA family member 3
TFF2	1.6634582744546997	trefoil factor 2
RPTN	1.6634785885217638	repetin
NCOA5	1.6635807766293944	nuclear receptor coactivator 5
CALCR	1.663741852908652	calcitonin receptor
AKR1B15	1.6639216169964306	aldo-keto reductase family 1 member B15
LOC284798	1.6639773270235034	uncharacterized LOC284798(LOC284798)
CROCCP3	1.6639870462169764	CROCC pseudogene 3
TMEM209	1.663997330336267	transmembrane protein 209
DKFZP586I1420	1.6641251363522207	uncharacterized protein DKFZp586I1420(DKFZP586I1420)
RASA3	1.6642054898497725	RAS p21 protein activator 3
RIF1	1.6644512088737464	replication timing regulatory factor 1
APOL6	1.6645135396193378	apolipoprotein L6
TYW5	1.6646423773418386	tRNA-yW synthesizing protein 5
ANK2	1.6646461942092858	ankyrin 2
KRTAP6-3	1.664711559959902	keratin associated protein 6-3
TMEM89	1.6647741569018382	transmembrane protein 89
TGS1	1.6649383413472534	trimethylguanosine synthase 1
ABCG8	1.6650835999567126	ATP binding cassette subfamily G member 8
LLPH	1.6651227101167765	LLP homolog, long-term synaptic facilitation factor
STMN2	1.6651534215501567	stathmin 2
SOS1	1.6653811035999597	SOS Ras/Rac guanine nucleotide exchange factor 1
DARS2	1.6653983927091707	aspartyl-tRNA synthetase 2, mitochondrial
SNORA58	1.6654334077324497	small nucleolar RNA, H/ACA box 58
PLS1	1.6655490957740362	plastin 1
SRL	1.665579518573447	sarcalumenin
POLD2	1.6656642555215653	DNA polymerase delta 2, accessory subunit
IRF9	1.6656960502335054	interferon regulatory factor 9
OR2V2	1.6657162956017266	olfactory receptor family 2 subfamily V member 2
CEMP1	1.6658068264128194	cementum protein 1
NDST4	1.6659392946430989	N-deacetylase and N-sulfotransferase 4
ADH7	1.6659575718962603	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
ABCF2	1.666131630695358	ATP binding cassette subfamily F member 2
ZDHHC22	1.6661847321070251	zinc finger DHHC-type palmitoyltransferase 22
S100A12	1.6663546348545073	S100 calcium binding protein A12
MLXIPL	1.6663986107050455	MLX interacting protein like
POMC	1.6667350739955347	proopiomelanocortin
RAB33A	1.6669678329019268	RAB33A, member RAS oncogene family
NEU2	1.6675079221064366	neuraminidase 2
OR51Q1	1.6675647690700761	olfactory receptor family 51 subfamily Q member 1
PROP1	1.667709904076753	PROP paired-like homeobox 1
FILIP1	1.668070765965889	filamin A interacting protein 1
CLEC2B	1.6680986227735555	C-type lectin domain family 2 member B
GRIP2	1.668349423363121	glutamate receptor interacting protein 2
PXK	1.6683523556575528	PX domain containing serine/threonine kinase like
IRG1	1.6684103123905305	aconitate decarboxylase 1
CCL3L1	1.6685879823043592	C-C motif chemokine ligand 3 like 1
TMEM120A	1.6686218423559582	transmembrane protein 120A
