Gene	Summed p values	Name
LIPE	1.8399899316458943	lipase E, hormone sensitive type
F12	1.8405039366210127	coagulation factor XII
CXCL14	1.8406805642131756	C-X-C motif chemokine ligand 14
RNF34	1.8407564138477972	ring finger protein 34
FBLIM1	1.8409243605629275	filamin binding LIM protein 1
SCUBE3	1.8415327714675531	signal peptide, CUB domain and EGF like domain containing 3
WDR61	1.8420306455492228	WD repeat domain 61
CBR4	1.8424658589155918	carbonyl reductase 4
ZNF76	1.8426378281838964	zinc finger protein 76
ZDHHC5	1.8429001846496336	zinc finger DHHC-type palmitoyltransferase 5
GSS	1.8433652939904042	prion protein
TAF1	1.843517102150211	TATA-box binding protein associated factor 1
FAT2	1.8435725306194934	FAT atypical cadherin 2
LPGAT1	1.8437061358035953	lysophosphatidylglycerol acyltransferase 1
LAMP1	1.8437080808866126	lysosomal associated membrane protein 1
FGGY	1.8437084447298555	FGGY carbohydrate kinase domain containing
TBC1D2B	1.8439289002668129	TBC1 domain family member 2B
PDCD6IP	1.8444296599387364	programmed cell death 6 interacting protein
ABCC1	1.844976164754735	ATP binding cassette subfamily C member 1
AP3S1	1.8452671300390333	adaptor related protein complex 3 subunit sigma 1
IFT57	1.8453797569979877	intraflagellar transport 57
SGCB	1.8454149188285802	sarcoglycan beta
IFT81	1.8458776175923557	intraflagellar transport 81
C1orf43	1.8459541308923515	chromosome 1 open reading frame 43
WDR3	1.846122234710004	WD repeat domain 3
TYMP	1.8464134806799823	thymidine phosphorylase
AP3B1	1.8464332179963387	adaptor related protein complex 3 subunit beta 1
PRKD2	1.8465303751505755	protein kinase D2
HOMER1	1.847146370293864	homer scaffold protein 1
ARID1A	1.8477088823724532	AT-rich interaction domain 1A
OBSL1	1.848172772173105	obscurin like cytoskeletal adaptor 1
MMP19	1.8485598510859471	matrix metallopeptidase 19
KRT6B	1.8486490844024517	keratin 6B
SF3B1	1.8489193210951753	splicing factor 3b subunit 1
PRKAR2B	1.849241574824369	protein kinase cAMP-dependent type II regulatory subunit beta
MAPK7	1.8496646069135492	mitogen-activated protein kinase 7
NAF1	1.8499527929334283	nuclear assembly factor 1 ribonucleoprotein
SH3BGRL2	1.8501132365305937	SH3 domain binding glutamate rich protein like 2
WDR19	1.850439389678932	WD repeat domain 19
SORBS1	1.8508714390847922	sorbin and SH3 domain containing 1
LECT2	1.8509078557173746	leukocyte cell derived chemotaxin 2
GRPEL2	1.8509476689632225	GrpE like 2, mitochondrial
BLM	1.8511088071372634	BLM RecQ like helicase
TRABD	1.8521806210306542	TraB domain containing
ENTPD1	1.8521939946720627	ectonucleoside triphosphate diphosphohydrolase 1
FCF1	1.8523768115860062	FCF1 rRNA-processing protein
AARS	1.852583918301556	alanyl-tRNA synthetase 1
STARD13	1.8526297409023469	StAR related lipid transfer domain containing 13
SYTL1	1.853567064615712	synaptotagmin like 1
ARHGEF16	1.8540385157885488	Rho guanine nucleotide exchange factor 16
CRP	1.8545764384270642	C-reactive protein
CEBPG	1.8547006420552543	CCAAT enhancer binding protein gamma
TES	1.854732171249529	testin LIM domain protein
HNRNPH3	1.854740174709116	heterogeneous nuclear ribonucleoprotein H3
PPIF	1.8548649910366355	peptidylprolyl isomerase F
NDUFS4	1.8550404232665734	NADH:ubiquinone oxidoreductase subunit S4
SS18L2	1.8551466627619848	SS18 like 2
FBXO4	1.8554938525523126	F-box protein 4
CNDP2	1.855624344343235	carnosine dipeptidase 2
ARHGEF38	1.8564122117899438	Rho guanine nucleotide exchange factor 38
KIF21B	1.8565561192286886	kinesin family member 21B
SPARCL1	1.8566584243259188	SPARC like 1
CLEC3B	1.8571491117068348	C-type lectin domain family 3 member B
PDLIM7	1.8574126991138051	PDZ and LIM domain 7
CTDSP1	1.8575964092571748	CTD small phosphatase 1
FAM120B	1.8581477854754014	family with sequence similarity 120B
COX5B	1.858353051916001	cytochrome c oxidase subunit 5B
SFXN1	1.858452195369534	sideroflexin 1
TLR8	1.8586425234514212	toll like receptor 8
NUP50	1.8591092659128345	nucleoporin 50
NDUFS2	1.859268142878213	NADH:ubiquinone oxidoreductase core subunit S2
PPP2R2D	1.859409437114027	protein phosphatase 2 regulatory subunit Bdelta
PPP3CB	1.859438783438604	protein phosphatase 3 catalytic subunit beta
HELZ2	1.8596108609978321	helicase with zinc finger 2
SUV39H2	1.8596518436244382	SUV39H2 histone lysine methyltransferase
LPIN1	1.8604491226368323	lipin 1
AP2A2	1.8610055208944352	adaptor related protein complex 2 subunit alpha 2
CPSF7	1.861100333805275	cleavage and polyadenylation specific factor 7
ANK3	1.8624173848442767	ankyrin 3
EIF4B	1.8625964880817691	eukaryotic translation initiation factor 4B
MLLT10	1.8627284638678296	MLLT10 histone lysine methyltransferase DOT1L cofactor
HPGDS	1.8628372692308306	hematopoietic prostaglandin D synthase
HBB	1.8631501829196098	hemoglobin subunit beta
GFM1	1.8635372957650225	G elongation factor mitochondrial 1
HNRNPH2	1.8640760140533406	heterogeneous nuclear ribonucleoprotein H2
RANBP6	1.8641917952863258	RAN binding protein 6
PRCP	1.8642628479622556	prolylcarboxypeptidase
MRPL35	1.8644218577373182	mitochondrial ribosomal protein L35
CDK6	1.8645255598085815	cyclin dependent kinase 6
CWC15	1.865147298557199	CWC15 spliceosome associated protein homolog
CYBB	1.86524500122102	cytochrome b-245 beta chain
L3MBTL2	1.8658111343372483	L3MBTL histone methyl-lysine binding protein 2
NEFH	1.8661119162264723	neurofilament heavy chain
PRKAR2A	1.867006944278438	protein kinase cAMP-dependent type II regulatory subunit alpha
PDZRN3	1.8670694899417009	PDZ domain containing ring finger 3
CERS5	1.8671233021752185	ceramide synthase 5
ZBTB41	1.8671837537383915	zinc finger and BTB domain containing 41
PKNOX1	1.8672400555045203	PBX/knotted 1 homeobox 1
LRG1	1.8673136744694872	leucine rich alpha-2-glycoprotein 1
STXBP4	1.86736475219372	syntaxin binding protein 4
MMP11	1.8673965982397993	matrix metallopeptidase 11
MCM3	1.8676833845359049	minichromosome maintenance complex component 3
GGACT	1.8678249616916727	gamma-glutamylamine cyclotransferase
RAB3IL1	1.8686016757572392	RAB3A interacting protein like 1
EAPP	1.8690180471045414	E2F associated phosphoprotein
LIN9	1.8692613611217141	lin-9 DREAM MuvB core complex component
CD8A	1.86938109864482	CD8a molecule
GTPBP10	1.869721970762106	GTP binding protein 10
CD209	1.8697983565323744	CD209 molecule
PRELP	1.8701986836230795	proline and arginine rich end leucine rich repeat protein
ZNF608	1.870248335535543	zinc finger protein 608
CCNB1	1.870318636175842	cyclin B1
NXT1	1.8709979415966789	nuclear transport factor 2 like export factor 1
UBE2L3	1.8713581039599891	ubiquitin conjugating enzyme E2 L3
TPM2	1.8716542236926417	tropomyosin 2
RPL3	1.8721188434770604	ribosomal protein L3
RBM19	1.8721377529718062	RNA binding motif protein 19
HELLS	1.872610072293765	helicase, lymphoid specific
LRRC45	1.8727902256355227	leucine rich repeat containing 45
TMEM59	1.873401749478869	transmembrane protein 59
MINPP1	1.87369233048255	multiple inositol-polyphosphate phosphatase 1
NAA50	1.873905607436984	N-alpha-acetyltransferase 50, NatE catalytic subunit
CLIC1	1.8742274900391946	chloride intracellular channel 1
KLHL9	1.8744364238283093	kelch like family member 9
ITGA7	1.8745101954924936	integrin subunit alpha 7
RIT1	1.8746534835506738	Ras like without CAAX 1
COQ9	1.875195445997118	coenzyme Q9
HLA-B	1.8752264336476623	major histocompatibility complex, class I, B
IVD	1.8752799445604946	isovaleryl-CoA dehydrogenase
ALDH1L2	1.8753445065332257	aldehyde dehydrogenase 1 family member L2
COX7C	1.8757569058687138	cytochrome c oxidase subunit 7C
SUFU	1.875991028299019	SUFU negative regulator of hedgehog signaling
TAF9B	1.8760104850147101	TATA-box binding protein associated factor 9b
TTC8	1.8761093989305793	tetratricopeptide repeat domain 8
RBFA	1.8763133467925452	ribosome binding factor A
DPH2	1.8765849708230415	diphthamide biosynthesis 2
EVI2B	1.8766436876740225	ecotropic viral integration site 2B
CHAF1B	1.876860198338667	chromatin assembly factor 1 subunit B
ZMIZ2	1.8770275803841283	zinc finger MIZ-type containing 2
PIGN	1.8774458617804215	phosphatidylinositol glycan anchor biosynthesis class N
RBPJ	1.8776209541182403	recombination signal binding protein for immunoglobulin kappa J region
SHPRH	1.8776753195411662	SNF2 histone linker PHD RING helicase
PRAM1	1.877900575478256	PML-RARA regulated adaptor molecule 1
FANCI	1.878121597195795	FA complementation group I
RMDN1	1.8782954624513835	regulator of microtubule dynamics 1
SAMD1	1.87836333930175	sterile alpha motif domain containing 1
BLNK	1.8786554974606304	B cell linker
NDEL1	1.878700234101591	nudE neurodevelopment protein 1 like 1
NACC1	1.8790220016837185	nucleus accumbens associated 1
AP5S1	1.8794063423320593	adaptor related protein complex 5 subunit sigma 1
ACAA2	1.8804818614509464	acetyl-CoA acyltransferase 2
DUSP12	1.8807530117445346	dual specificity phosphatase 12
DHCR7	1.8807897771843098	7-dehydrocholesterol reductase
CD163	1.881119794668849	CD163 molecule
DCTD	1.881270517282705	dCMP deaminase
GIPC1	1.8813706305046	GIPC PDZ domain containing family member 1
PLOD2	1.8813853511961385	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
ADAL	1.8825708412056408	adenosine deaminase like
NOP2	1.8828985108376115	NOP2 nucleolar protein
BABAM1	1.8831169729690698	BRISC and BRCA1 A complex member 1
C3	1.8832010844650735	complement C3
SYT7	1.8832984512335702	synaptotagmin 7
ENTPD5	1.8833145540691205	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
PPIP5K2	1.8833665187287476	diphosphoinositol pentakisphosphate kinase 2
PZP	1.884112810479487	PZP alpha-2-macroglobulin like
SAAL1	1.8841469272245097	serum amyloid A like 1
VWA1	1.8860749629493392	von Willebrand factor A domain containing 1
RNF14	1.88620565176715	ring finger protein 14
PLP2	1.8864159535809917	proteolipid protein 2
PLEKHA5	1.886919958438941	pleckstrin homology domain containing A5
CIB1	1.8870912393561425	calcium and integrin binding 1
GTSE1	1.8871282324194176	G2 and S-phase expressed 1
TNK1	1.8877653837324369	tyrosine kinase non receptor 1
CTH	1.8879983262608957	cystathionine gamma-lyase
ANKRD10	1.88816664107339	ankyrin repeat domain 10
AXL	1.8885943818591557	AXL receptor tyrosine kinase
L3MBTL3	1.8888124573995324	L3MBTL histone methyl-lysine binding protein 3
CD58	1.8889176500914144	CD58 molecule
CCNA2	1.8892134683092865	cyclin A2
C1QA	1.8892657083713187	complement C1q A chain
RCOR2	1.889745030441816	REST corepressor 2
NARF	1.890298608219536	nuclear prelamin A recognition factor
RTKN	1.8906359259392902	rhotekin
ASAP2	1.89147207609602	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
NID2	1.8916954323920292	nidogen 2
ZBTB11	1.8920826551791876	zinc finger and BTB domain containing 11
REPS1	1.8921561938055018	RALBP1 associated Eps domain containing 1
SRPX2	1.8922182644706596	sushi repeat containing protein X-linked 2
AKAP1	1.892353735539855	A-kinase anchoring protein 1
PNKP	1.8923868223588705	polynucleotide kinase 3'-phosphatase
SNTA1	1.8926354291910723	syntrophin alpha 1
GEMIN5	1.8926784150819504	gem nuclear organelle associated protein 5
AGO1	1.8926787121549773	argonaute RISC component 1
RPE	1.892834451282797	ribulose-5-phosphate-3-epimerase
NXF1	1.8929575304526702	nuclear RNA export factor 1
SORCS2	1.8929983191200928	sortilin related VPS10 domain containing receptor 2
TRIP13	1.8933797561015628	thyroid hormone receptor interactor 13
XIAP	1.8934041909307928	X-linked inhibitor of apoptosis
CDC40	1.8935261176503826	cell division cycle 40
HUS1	1.893797765976115	HUS1 checkpoint clamp component
KIAA1143	1.8955639688130999	KIAA1143
UBE2A	1.8957093226800927	ubiquitin conjugating enzyme E2 A
ANAPC10	1.895889911992597	anaphase promoting complex subunit 10
LUM	1.895971770310356	lumican
ABR	1.896125733448655	ABR activator of RhoGEF and GTPase
ATG2B	1.8961338982923999	autophagy related 2B
DTX3L	1.8961637192825291	deltex E3 ubiquitin ligase 3L
TTC39C	1.8963554684766692	tetratricopeptide repeat domain 39C
DGCR14	1.8964887308201068	ess-2 splicing factor homolog
DNTTIP2	1.897475439351787	deoxynucleotidyltransferase terminal interacting protein 2
MAN2C1	1.8979448167284283	mannosidase alpha class 2C member 1
NASP	1.8979502665750232	nuclear autoantigenic sperm protein
TPPP	1.8983109197620462	tubulin polymerization promoting protein
IFITM3	1.8984064525625017	interferon induced transmembrane protein 3
PTPRJ	1.8990223344118298	protein tyrosine phosphatase receptor type J
RDH14	1.8991529880241742	retinol dehydrogenase 14
TNXB	1.8992252318923109	tenascin XB
APBA1	1.8993698009419249	amyloid beta precursor protein binding family A member 1
ATP8B1	1.899528318361391	ATPase phospholipid transporting 8B1
SNX8	1.8996114202479957	sorting nexin 8
GEMIN7	1.8996351759473182	gem nuclear organelle associated protein 7
MTFMT	1.8998186533381685	mitochondrial methionyl-tRNA formyltransferase
WDR11	1.9001340427039732	WD repeat domain 11
ATRN	1.9004990205269205	attractin
PPCDC	1.9009077254928437	phosphopantothenoylcysteine decarboxylase
PROSER2	1.901377908418894	proline and serine rich 2
ARHGAP31	1.901378843433159	Rho GTPase activating protein 31
NGRN	1.9015896198970481	neugrin, neurite outgrowth associated
GLT8D1	1.9022157764673266	glycosyltransferase 8 domain containing 1
SPHK1	1.902229635476613	sphingosine kinase 1
ZC3H7A	1.9025467728521233	zinc finger CCCH-type containing 7A
CALML5	1.902656557735363	calmodulin like 5
PANK1	1.9026789670902193	pantothenate kinase 1
SNX17	1.9030834480289036	sorting nexin 17
SMC2	1.9035684256381713	structural maintenance of chromosomes 2
PUM1	1.9036588821016882	pumilio RNA binding family member 1
VCAN	1.9039524886723755	versican
ZHX2	1.9048759822302663	zinc fingers and homeoboxes 2
RIOK2	1.9052927117693201	RIO kinase 2
SKAP2	1.905308339273533	src kinase associated phosphoprotein 2
BCAT1	1.9060072427406693	branched chain amino acid transaminase 1
CARD6	1.9061500474169164	caspase recruitment domain family member 6
SLC25A36	1.9068413436387044	solute carrier family 25 member 36
MB	1.9069904785969587	myoglobin
RBM34	1.9071574546022816	RNA binding motif protein 34
ARL4C	1.9074294942984342	ADP ribosylation factor like GTPase 4C
CRIP2	1.9076295680085247	cysteine rich protein 2
FCGRT	1.907720716676963	Fc gamma receptor and transporter
MYO5C	1.9077458939544163	myosin VC
MRPL21	1.9078168783508311	mitochondrial ribosomal protein L21
NCOA2	1.908118372377626	nuclear receptor coactivator 2
PTPN23	1.9083126860191975	protein tyrosine phosphatase non-receptor type 23
NOL7	1.908480628716558	nucleolar protein 7
SMAD5	1.9085676365980995	SMAD family member 5
CDK18	1.908604336290008	cyclin dependent kinase 18
RUSC1	1.9090062933202194	RUN and SH3 domain containing 1
CBX4	1.9097401092056232	chromobox 4
UQCRC1	1.9101003008662647	ubiquinol-cytochrome c reductase core protein 1
NCDN	1.9115350476406443	neurochondrin
ROBO1	1.912210040499508	roundabout guidance receptor 1
A2M	1.9123351155645218	alpha-2-macroglobulin
RNF31	1.912775180515255	ring finger protein 31
AKR1C3	1.9128696712476323	aldo-keto reductase family 1 member C3
PHF20	1.912884903580669	PHD finger protein 20
GDPGP1	1.912986416132752	GDP-D-glucose phosphorylase 1
NDRG3	1.913145406098197	NDRG family member 3
CHST14	1.9132454955360156	carbohydrate sulfotransferase 14
PARP12	1.9135687027810293	poly(ADP-ribose) polymerase family member 12
GHITM	1.9139506026193487	growth hormone inducible transmembrane protein
NSL1	1.9145245687369137	NSL1 component of MIS12 kinetochore complex
RNF185	1.9150207789260605	ring finger protein 185
NOC4L	1.9150262597317547	nucleolar complex associated 4 homolog
MAPKAPK3	1.9154426115429062	MAPK activated protein kinase 3
PHYH	1.915626638700837	phytanoyl-CoA 2-hydroxylase
GRHL1	1.9170936314946212	grainyhead like transcription factor 1
TBC1D10C	1.9171456372492126	TBC1 domain family member 10C
CTNNB1	1.9177334138941067	catenin beta 1
DCD	1.918188702608096	dermcidin
PUSL1	1.9183402205376618	pseudouridine synthase like 1
MAST4	1.9184416660701906	microtubule associated serine/threonine kinase family member 4
ENOPH1	1.9189489121473988	enolase-phosphatase 1
COLGALT2	1.9190081810677366	collagen beta(1-O)galactosyltransferase 2
CUL4A	1.919018227001025	cullin 4A
KCTD21	1.919581631798319	potassium channel tetramerization domain containing 21
TBC1D4	1.919607146207347	TBC1 domain family member 4
SMC4	1.9202713390014163	structural maintenance of chromosomes 4
HSPG2	1.9212935933243052	heparan sulfate proteoglycan 2
C9orf78	1.9213569684520193	chromosome 9 open reading frame 78
SGCE	1.9214004957504982	sarcoglycan epsilon
UCHL5	1.92152457966017	ubiquitin C-terminal hydrolase L5
NIPBL	1.9220715438275018	NIPBL cohesin loading factor
DIAPH1	1.9222467293648902	diaphanous related formin 1
SRPK2	1.922341659062023	SRSF protein kinase 2
SF1	1.9225588776558977	splicing factor 1
ILF2	1.9227771081094551	interleukin enhancer binding factor 2
LRRC8D	1.922815549964303	leucine rich repeat containing 8 VRAC subunit D
BROX	1.9232192122351675	BRO1 domain and CAAX motif containing
RARRES2	1.9234479775782882	retinoic acid receptor responder 2
USP54	1.9240427014810686	ubiquitin specific peptidase 54
ELP4	1.925204756413162	elongator acetyltransferase complex subunit 4
SKA1	1.92562540662031	spindle and kinetochore associated complex subunit 1
SLC34A2	1.9257640382808106	solute carrier family 34 member 2
PLD3	1.9259296018429626	phospholipase D family member 3
DOCK11	1.9261759890579038	dedicator of cytokinesis 11
CRBN	1.926333962979955	cereblon
SYAP1	1.9267316196830242	synapse associated protein 1
DLG3	1.927214871826998	discs large MAGUK scaffold protein 3
WAC	1.9274913744145419	WW domain containing adaptor with coiled-coil
PRDX6	1.927553539975787	peroxiredoxin 6
APOE	1.9276801230739402	apolipoprotein E
CHD7	1.9286142646760893	chromodomain helicase DNA binding protein 7
STAT4	1.928680467813736	signal transducer and activator of transcription 4
RBMS3	1.9290257004352762	RNA binding motif single stranded interacting protein 3
CENPB	1.9290831747751118	centromere protein B
TWF2	1.9291922850502334	twinfilin actin binding protein 2
TPX2	1.9292920008075813	TPX2 microtubule nucleation factor
KRT17	1.9302756948113895	keratin 17
ARPC1B	1.9305629989976534	actin related protein 2/3 complex subunit 1B
CLUAP1	1.9311166092237535	clusterin associated protein 1
AURKB	1.9315492058471904	aurora kinase B
GZMA	1.9320023968638922	granzyme A
GSDMD	1.9320789609259346	gasdermin D
MVB12B	1.9325384282240752	multivesicular body subunit 12B
MTMR10	1.9327592909642628	myotubularin related protein 10
ADAR	1.933683253675301	adenosine deaminase RNA specific
NSUN4	1.9338889828976251	NOP2/Sun RNA methyltransferase 4
TPBG	1.9340074732031576	trophoblast glycoprotein
MAZ	1.93418955350936	MYC associated zinc finger protein
PAFAH1B2	1.934384323715208	platelet activating factor acetylhydrolase 1b catalytic subunit 2
CCSER2	1.9349807144525766	coiled-coil serine rich protein 2
PQBP1	1.9351965674593292	polyglutamine binding protein 1
ARMC8	1.9352656190156254	armadillo repeat containing 8
CTIF	1.9356926399574552	cap binding complex dependent translation initiation factor
PSAT1	1.9359151725373143	phosphoserine aminotransferase 1
TRAF7	1.9366070424793385	TNF receptor associated factor 7
PSMF1	1.936618553931487	proteasome inhibitor subunit 1
HMOX1	1.9367872007348703	heme oxygenase 1
PTP4A2	1.936973732278096	protein tyrosine phosphatase 4A2
NLRP2	1.9370224836298258	NLR family pyrin domain containing 2
IL16	1.9371182636891628	interleukin 16
PTP4A1	1.9371474202292598	protein tyrosine phosphatase 4A1
CYHR1	1.9376315191232356	zinc finger TRAF-type containing 1
UBE2E3	1.9378779920271267	ubiquitin conjugating enzyme E2 E3
LPXN	1.9379252662633222	leupaxin
SERPINB6	1.9382964001919076	serpin family B member 6
PEAK1	1.9383895587103428	pseudopodium enriched atypical kinase 1
DDX55	1.9386004574960376	DEAD-box helicase 55
UTP15	1.9393924740216246	UTP15 small subunit processome component
IKBKB	1.939872062243107	inhibitor of nuclear factor kappa B kinase subunit beta
HERC6	1.941268769977182	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
MASP1	1.9417926180747116	MBL associated serine protease 1
AHSG	1.9424171379321036	alpha 2-HS glycoprotein
MRPL51	1.9432362652282984	mitochondrial ribosomal protein L51
ICAM2	1.94447762173176	intercellular adhesion molecule 2
NDUFB10	1.9445192803064055	NADH:ubiquinone oxidoreductase subunit B10
CSRP1	1.944680030313374	cysteine and glycine rich protein 1
OXNAD1	1.9452904295188893	oxidoreductase NAD binding domain containing 1
XYLB	1.945558083027025	xylulokinase
OMD	1.9456691041204328	osteomodulin
TBL3	1.9462938288863703	transducin beta like 3
CLPX	1.947092321014148	caseinolytic mitochondrial matrix peptidase chaperone subunit X
NF2	1.9472487114941954	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor
SMC5	1.9480262793690084	structural maintenance of chromosomes 5
FARP2	1.9481582477285257	FERM, ARH/RhoGEF and pleckstrin domain protein 2
PIP4K2A	1.949583667615685	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
EOGT	1.9499172302837378	EGF domain specific O-linked N-acetylglucosamine transferase
LACC1	1.9501647437440384	laccase domain containing 1
RPS27	1.9502653954288482	ribosomal protein S27
ME1	1.9508590165430346	malic enzyme 1
DENND6A	1.951008381609395	DENN domain containing 6A
OLFM4	1.9512367710883303	olfactomedin 4
MT-CO2	1.9512425133410565	mitochondrially encoded cytochrome c oxidase II
NDUFB1	1.9512999180686017	NADH:ubiquinone oxidoreductase subunit B1
COL3A1	1.9528022391971744	collagen type III alpha 1 chain
VIPAS39	1.952969853851434	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
BRPF1	1.953141046754853	bromodomain and PHD finger containing 1
CCDC22	1.9531445786601838	coiled-coil domain containing 22
SERPINA1	1.9531616473538793	serpin family A member 1
NDUFV2	1.9539488859130985	NADH:ubiquinone oxidoreductase core subunit V2
KIAA2013	1.9544647769608359	KIAA2013
PKP3	1.9552316412100104	plakophilin 3
RERE	1.9556220506036741	arginine-glutamic acid dipeptide repeats
NKAP	1.9559824428278298	NFKB activating protein
FGD4	1.9565204820041284	FYVE, RhoGEF and PH domain containing 4
MAP7D3	1.9565756091650413	MAP7 domain containing 3
ZSCAN18	1.9566601493665587	zinc finger and SCAN domain containing 18
NOP58	1.9567539760338848	NOP58 ribonucleoprotein
IRF4	1.9577370798781881	interferon regulatory factor 4
ARFGAP2	1.9582436731038884	ADP ribosylation factor GTPase activating protein 2
PLOD3	1.9583530134060165	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
SGTA	1.9584522700110785	small glutamine rich tetratricopeptide repeat co-chaperone alpha
GPATCH2	1.9590222821509702	G-patch domain containing 2
NRDE2	1.9591817505865858	NRDE-2, necessary for RNA interference, domain containing
MRPS18C	1.9592285370224833	mitochondrial ribosomal protein S18C
NUBP1	1.9593802595911565	NUBP iron-sulfur cluster assembly factor 1, cytosolic
COA7	1.9595401415378664	cytochrome c oxidase assembly factor 7
CARD8	1.9596221161395415	caspase recruitment domain family member 8
DDX59	1.9597584705054825	DEAD-box helicase 59
RASAL2	1.9598392293677054	RAS protein activator like 2
KIF1C	1.9599865830827705	kinesin family member 1C
COX7B	1.9603377801554724	cytochrome c oxidase subunit 7B
GNB2	1.9604392502451538	G protein subunit beta 2
RPL30	1.9605974028891802	ribosomal protein L30
CDKL5	1.9613197245413443	cyclin dependent kinase like 5
RIC8B	1.961448797441275	RIC8 guanine nucleotide exchange factor B
CBL	1.9615336229195452	Cbl proto-oncogene
RPS29	1.9617979040091829	ribosomal protein S29
COMP	1.9624831400460074	cartilage oligomeric matrix protein
HLA-DRB5	1.9625987884364418	major histocompatibility complex, class II, DR beta 5
PDE12	1.9637643336002921	phosphodiesterase 12
ZBTB10	1.9643539882720682	zinc finger and BTB domain containing 10
TPM4	1.9646125444682205	tropomyosin 4
AUH	1.9651571035314785	AU RNA binding methylglutaconyl-CoA hydratase
ACTR1A	1.9652280930618649	actin related protein 1A
STAMBP	1.9656471383555365	STAM binding protein
NOL6	1.9657306533038197	nucleolar protein 6
UQCRC2	1.9658658406472376	ubiquinol-cytochrome c reductase core protein 2
MNAT1	1.9659520593834225	MNAT1 component of CDK activating kinase
NFKB2	1.9660906404598468	nuclear factor kappa B subunit 2
SAMD9L	1.9662564598143446	sterile alpha motif domain containing 9 like
TPK1	1.9665350306463047	thiamin pyrophosphokinase 1
ARIH2	1.9666326874177245	ariadne RBR E3 ubiquitin protein ligase 2
MME	1.9671119632195868	membrane metalloendopeptidase
LAMTOR4	1.9679290101843143	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
STK3	1.9683389936527882	serine/threonine kinase 3
MFAP2	1.9684117069156613	microfibril associated protein 2
RAD18	1.9684939364678695	RAD18 E3 ubiquitin protein ligase
R3HDM4	1.9691497342980597	R3H domain containing 4
CTSL	1.9692580199575436	cathepsin L
SLC38A10	1.9694888410334175	solute carrier family 38 member 10
EIF2AK2	1.9697413184050805	eukaryotic translation initiation factor 2 alpha kinase 2
PGS1	1.9700015729042228	phosphatidylglycerophosphate synthase 1
SPC25	1.9700864071700754	SPC25 component of NDC80 kinetochore complex
FCER1G	1.9702993148138694	Fc epsilon receptor Ig
FILIP1	1.9704874850115355	filamin A interacting protein 1
FGD5	1.9705844221817985	FYVE, RhoGEF and PH domain containing 5
PRDX4	1.970781276017701	peroxiredoxin 4
PCYT2	1.9709094350391823	phosphate cytidylyltransferase 2, ethanolamine
WRN	1.9710657760626038	WRN RecQ like helicase
YAP1	1.9712927085955203	Yes1 associated transcriptional regulator
NFXL1	1.9716241722752779	nuclear transcription factor, X-box binding like 1
ABCA2	1.9719884885307075	ATP binding cassette subfamily A member 2
TAGLN2	1.9719927631169012	transgelin 2
KAT6A	1.972320765944271	lysine acetyltransferase 6A
SRRM2	1.9723261539155643	serine/arginine repetitive matrix 2
SIRT6	1.9724345121802094	sirtuin 6
MYO6	1.9728580082830751	myosin VI
COX7A2L	1.9728602476685027	cytochrome c oxidase subunit 7A2 like
HSCB	1.9732277294805791	HscB mitochondrial iron-sulfur cluster cochaperone
NOL8	1.973837442048827	nucleolar protein 8
NOP9	1.973885430369294	NOP9 nucleolar protein
BYSL	1.9741642407421722	bystin like
CCNT2	1.974701867381247	cyclin T2
CDH5	1.9761962878669563	cadherin 5
MYOF	1.9767318977754949	myoferlin
DENND2D	1.97684474965779	DENN domain containing 2D
LIAS	1.977339777223009	lipoic acid synthetase
TIMP2	1.9779354019850142	TIMP metallopeptidase inhibitor 2
LOXL2	1.9787473166695249	lysyl oxidase like 2
TMCO4	1.9789854675710217	transmembrane and coiled-coil domains 4
PDE3A	1.9792979655788066	phosphodiesterase 3A
MX1	1.9793657189881773	MX dynamin like GTPase 1
C1QC	1.9794638679432304	complement C1q C chain
NOA1	1.9794647990983443	nitric oxide associated 1
ECM1	1.9797232363544852	extracellular matrix protein 1
PAPPA	1.9801461731347558	pappalysin 1
CTU2	1.980910995041159	cytosolic thiouridylase subunit 2
MAMDC2	1.9814076871404338	MAM domain containing 2
DDX24	1.981693415529402	DEAD-box helicase 24
ACTA1	1.9818007907839528	actin alpha 1, skeletal muscle
OSBPL10	1.9818574505129465	oxysterol binding protein like 10
CRCP	1.9819337530432453	CGRP receptor component
ABI3BP	1.9824916744576715	ABI family member 3 binding protein
PFKP	1.983058319910701	phosphofructokinase, platelet
LIN7A	1.9838119229006486	lin-7 homolog A, crumbs cell polarity complex component
ABCF1	1.9840389261731175	ATP binding cassette subfamily F member 1
GALT	1.9842534775396858	galactose-1-phosphate uridylyltransferase
F13B	1.9845287515377703	coagulation factor XIII B chain
MYO1D	1.9845312855897594	myosin ID
PIGR	1.9846220405049628	polymeric immunoglobulin receptor
WDHD1	1.9849343348994288	WD repeat and HMG-box DNA binding protein 1
